Country,year,Corruption,Corruption: Bribery,Corruption: Other acts of corruption,Fraud,Money laundering
Ukraine,2017,2.61995491572624,1.57645150484724,,80.8558393991821,0.221688492869143
Ukraine,2018,4.35575405234743,2.34211775232112,,71.3457214638375,0.263235136428022
Ukraine,2019,3.96280616890398,1.52224232401392,,71.0952759708847,0.294043836733743
Ukraine,2020,4.14031834948782,1.21613311255583,,58.5019239612999,0.421319524012787
United Kingdom,2012,,,,,
United Kingdom,2013,,,,,
United Kingdom,2014,,,,,
United Kingdom,2015,,,,1069.61662344881,0.0
United Kingdom,2016,,,,1117.41761053046,0.0
United Kingdom,2017,,,,1086.66678185457,
United Kingdom,2018,,,,1172.98234047681,
United Kingdom,2019,,,,1303.05868925623,
United Kingdom,2020,,,,1387.08611580321,
United Kingdom,2021,,,,1619.46600955684,
