"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2005","4392.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2006","4934.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2007","5761.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2008","6318.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2009","6299.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2010","6656.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2011","7268.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2012","8655.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2013","9334.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2014","9505.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2015","8881.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2016","9487.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2017","11142.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2018","11755.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2019","14377.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2020","13277.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2021","13511.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2022","15008.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","051","ARM","Armenia","2023","17057.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2005","25396.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2006","27041.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2007","27668.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2008","29138.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2009","30057.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2010","30861.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2011","32290.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2012","33796.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2013","34911.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2014","35274.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2015","35900.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2016","37613.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2017","38740.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2018","40263.1",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2019","42719.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2020","41492.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2021","45455.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2022","50773.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","040","AUT","Austria","2023","53176.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2005","3496.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2006","4158.1",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2007","4971.1",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2008","5393.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2009","7528.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2010","7352.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2011","7015.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2012","8010.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2013","9028.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2014","9910.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2015","10434.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2016","10413.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2017","9880.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2018","9886.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2019","11486.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2020","11804.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2021","13448.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2022","12463.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","031","AZE","Azerbaijan","2023","15869.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2005","7038.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2006","7789.1",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2007","8679.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2008","9522.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2009","10159.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2010","11001.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2011","10266.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2012","11110.1",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2013","12229.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2014","12606.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2015","12262.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2016","12497.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2017","12896.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2018","13857.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2019","15767.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2020","17146.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2021","18501.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2022","19750.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","112","BLR","Belarus","2023","21957.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2005","23981.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2006","25381.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2007","26223.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2008","27802.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2009","28762.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2010","30326.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2011","31240.1",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2012","32583.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2013","33793.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2014","34547.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2015","35010.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2016","36620.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2017","38035.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2018","39748.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2019","42452.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2020","41802.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2021","45593.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2022","51762.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","056","BEL","Belgium","2023","54326.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2005","7282.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2006","7968.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2007","8600.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2008","9471.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2009","9481.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2010","9652.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2011","10132.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2012","10493.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2013","10867.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2014","11028.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2015","11936.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2016","12514.5",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2017","12744.1",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2018","13359.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2019","14392.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2020","14308.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2021","15080.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2022","16781.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","070","BIH","Bosnia and Herzegovina","2023","..",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2005","8851.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2006","9577.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2007","10763.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2008","11676.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2009","11094.6",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2010","11841.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2011","12358.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2012","13363.3",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2013","13438.8",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2014","14326.7",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2015","14768.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2016","15791.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2017","16923.0",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2018","18332.2",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2019","20370.4",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2020","21172.9",
"5","Final consumption expenditure per capita in USD adjusted by purchasing power parities","Final consumption expenditure","Per capita in USD adjusted by purchasing power parities","100","BGR","Bulgaria","2021","23981.7",
